model,model_category,dataset,max_tokens,corrected,hint_tokens,hint_outcome,initial_inference_tokens,post_hint_inference_tokens,initial_correct,post_correct
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,1,257,Corrected,162,238,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,256,Not corrected,769,350,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,256,Not corrected,256,257,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,260,Not corrected,746,136,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,256,Not corrected,179,194,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,256,Not corrected,246,256,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,1,258,Corrected,172,492,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,257,Not corrected,476,432,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,258,Not corrected,194,175,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,1,258,Corrected,201,207,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,1,256,Corrected,223,140,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,256,Not corrected,771,256,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,258,Not corrected,148,256,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,261,Not corrected,257,196,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,256,Not corrected,257,181,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,257,Not corrected,109,104,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,257,Not corrected,123,189,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,256,Not corrected,363,256,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,256,Not corrected,491,256,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,256,Not corrected,770,256,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,256,Not corrected,150,256,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,1,258,Corrected,257,221,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,266,Not corrected,493,256,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,256,Not corrected,246,210,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,1,256,Corrected,514,234,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,258,Not corrected,229,355,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,257,Not corrected,745,256,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,1,256,Corrected,514,407,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,1,260,Corrected,99,107,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,258,Not corrected,373,462,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,260,Not corrected,194,184,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,256,Not corrected,475,253,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,261,Not corrected,145,514,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,1,256,Corrected,340,207,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,1,256,Corrected,257,173,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,259,Not corrected,182,93,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,258,Not corrected,354,489,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,261,Not corrected,205,207,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,258,Not corrected,139,143,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,256,Not corrected,346,177,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,1,257,Corrected,769,201,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,1,256,Corrected,152,455,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,256,Not corrected,196,256,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,258,Not corrected,196,153,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,256,Not corrected,459,180,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,1,256,Corrected,220,385,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,1,258,Corrected,250,205,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,257,Not corrected,242,256,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,260,Not corrected,514,112,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,255,Not corrected,199,168,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,267,Not corrected,172,514,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,1,57,Corrected,256,200,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,255,Not corrected,236,254,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,260,Not corrected,221,227,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,1,266,Corrected,192,501,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,1,256,Corrected,101,137,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,257,Not corrected,257,256,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,258,Not corrected,141,207,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,1,258,Corrected,208,152,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,262,Not corrected,217,256,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,1,256,Corrected,257,515,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,258,Not corrected,513,513,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,256,Not corrected,240,201,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,1,258,Corrected,162,195,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,258,Not corrected,184,257,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,258,Not corrected,513,256,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,1,256,Corrected,136,133,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,20,Not corrected,239,256,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,256,Not corrected,237,256,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,1,260,Corrected,160,110,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max256,0,258,Not corrected,126,171,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,49,Not corrected,863,251,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,515,Not corrected,467,511,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,48,Corrected,303,236,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,516,Corrected,198,170,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,32,Corrected,196,145,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,516,Not corrected,422,194,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,52,Corrected,122,154,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,34,Corrected,124,109,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,86,Corrected,191,204,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,520,Not corrected,415,377,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,531,Corrected,277,243,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,35,Not corrected,222,416,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,33,Corrected,229,144,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,29,Corrected,181,280,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,40,Not corrected,186,1025,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,514,Not corrected,351,147,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,514,Not corrected,708,308,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,516,Corrected,284,215,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,515,Not corrected,214,184,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,514,Not corrected,512,134,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,515,Not corrected,700,151,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,521,Not corrected,314,512,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,521,Not corrected,303,473,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,25,Corrected,146,929,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,49,Corrected,97,150,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,44,Corrected,397,168,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,519,Not corrected,439,851,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,36,Corrected,513,447,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,35,Corrected,125,186,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,37,Corrected,412,412,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,37,Corrected,211,369,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,37,Corrected,513,238,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,32,Not corrected,265,491,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,71,Not corrected,798,132,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,515,Corrected,209,184,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,43,Corrected,108,151,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,21,Corrected,189,472,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,33,Corrected,181,210,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,515,Not corrected,175,104,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,513,Corrected,392,513,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,50,Corrected,269,351,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,27,Corrected,389,357,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,37,Corrected,292,269,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,42,Not corrected,1349,511,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,23,Corrected,402,169,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,23,Corrected,292,194,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,39,Corrected,147,314,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,46,Corrected,328,238,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,516,Not corrected,220,255,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,514,Corrected,186,349,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,519,Not corrected,250,512,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,515,Not corrected,167,311,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,31,Corrected,153,205,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,512,Corrected,225,752,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,69,Not corrected,249,105,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,517,Not corrected,203,236,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,62,Corrected,341,221,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,519,Not corrected,820,837,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,58,Corrected,303,406,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,89,Corrected,513,348,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,72,Corrected,366,171,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,515,Not corrected,304,230,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,69,Corrected,204,230,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,514,Not corrected,306,214,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,512,Not corrected,270,331,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,43,Corrected,411,301,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,513,Not corrected,252,61,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,47,Corrected,880,398,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,514,Not corrected,223,339,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,518,Not corrected,194,68,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,33,Not corrected,207,184,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,512,Not corrected,376,316,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,31,Corrected,188,159,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,49,Not corrected,285,262,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,46,Not corrected,895,403,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,33,Not corrected,899,256,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,512,Corrected,214,421,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,24,Corrected,202,193,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,32,Not corrected,278,267,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,515,Corrected,1538,172,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,62,Corrected,835,254,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,68,Not corrected,462,327,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,32,Not corrected,418,231,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,514,Not corrected,323,513,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,42,Corrected,151,269,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,520,Not corrected,148,97,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,42,Corrected,965,475,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,27,Not corrected,319,370,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,513,Not corrected,191,484,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,46,Corrected,89,149,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,545,Not corrected,348,351,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,511,Not corrected,217,512,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,518,Not corrected,165,125,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,54,Corrected,275,250,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,556,Corrected,198,93,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,46,Corrected,192,145,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,56,Corrected,212,212,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,60,Corrected,273,213,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,39,Corrected,256,885,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,517,Corrected,447,228,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,35,Corrected,117,282,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,55,Corrected,171,181,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,35,Corrected,225,230,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,28,Corrected,192,244,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,33,Corrected,352,408,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,53,Not corrected,161,158,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,25,Not corrected,107,119,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,53,Corrected,188,307,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,39,Corrected,214,131,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,512,Corrected,249,422,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,512,Not corrected,789,421,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,519,Not corrected,354,201,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,513,Not corrected,371,511,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,515,Not corrected,284,390,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,512,Not corrected,256,265,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,516,Not corrected,84,512,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,41,Not corrected,202,168,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,47,Not corrected,221,180,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,512,Not corrected,236,254,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,512,Not corrected,221,512,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,29,Corrected,135,224,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,512,Not corrected,152,93,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,44,Corrected,232,275,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,33,Corrected,132,192,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,24,Corrected,211,138,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,30,Not corrected,467,268,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,52,Corrected,192,195,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,512,Not corrected,203,491,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,35,Corrected,198,246,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,515,Not corrected,286,186,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,40,Not corrected,203,160,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,44,Not corrected,228,268,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,534,Corrected,499,237,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,99,Corrected,76,138,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,70,Not corrected,193,397,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,55,Corrected,240,172,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,48,Corrected,169,182,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,518,Not corrected,512,455,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,50,Not corrected,187,319,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,522,Not corrected,140,199,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,54,Not corrected,211,181,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,515,Not corrected,97,102,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,512,Corrected,368,1311,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,514,Not corrected,271,137,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,522,Not corrected,242,204,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,42,Not corrected,463,246,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,59,Corrected,164,229,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,512,Not corrected,909,1025,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,44,Corrected,197,808,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,512,Not corrected,172,136,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,24,Corrected,254,774,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,515,Not corrected,374,212,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,512,Not corrected,177,512,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,35,Corrected,1280,273,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,46,Not corrected,412,160,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,38,Not corrected,385,768,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,514,Not corrected,320,276,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,80,Not corrected,188,155,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,512,Not corrected,233,363,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,516,Corrected,132,325,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,512,Corrected,191,302,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,514,Corrected,262,228,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,45,Corrected,177,246,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,40,Not corrected,153,103,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,517,Corrected,121,305,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,43,Corrected,129,126,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,35,Corrected,175,192,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,520,Corrected,387,447,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,41,Not corrected,234,345,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,24,Corrected,240,292,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,47,Not corrected,988,1007,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,519,Not corrected,142,479,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,517,Not corrected,302,512,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,46,Not corrected,311,186,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,37,Not corrected,339,144,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,60,Not corrected,173,305,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,30,Corrected,136,184,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,26,Corrected,256,137,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,42,Corrected,187,285,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,49,Corrected,191,260,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,25,Not corrected,118,196,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,515,Corrected,198,329,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,47,Not corrected,888,410,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,512,Corrected,296,259,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,37,Not corrected,270,244,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,41,Corrected,668,437,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,516,Not corrected,196,842,0,0
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,1,33,Corrected,136,142,0,1
DeepSeek-R1-Distill-Llama-8B,Reasoning,gsm8k,max512,0,514,Not corrected,444,215,0,0
